Date,Close/Last,Volume,Open,High,Low
01/12/2017,$158.29,3020284,$159.15,$159.16,$156.67
01/11/2017,$159.4,2416186,$159.54,$159.7,$158.28
01/10/2017,$159.07,2988300,$158.96,$159.94,$158.57
01/09/2017,$158.32,2838588,$159,$159.24,$158.17
01/06/2017,$159.1,2426426,$158.98,$159.66,$157.89
01/05/2017,$158.71,2794382,$158.41,$159.7,$157.401
01/04/2017,$158.62,3189794,$157.81,$159.2299,$157.81
01/03/2017,$156.97,3426120,$156.3,$157.14,$155.21
12/30/2016,$155.68,2028160,$156.49,$156.79,$154.96
12/29/2016,$155.69,1803554,$156,$156.75,$155.16
12/28/2016,$156.1,1787339,$157.12,$157.35,$156.01
12/27/2016,$157.48,1858123,$158.41,$158.48,$156.91
12/23/2016,$157.81,2135522,$158.27,$158.27,$156.51
12/22/2016,$157.46,3952153,$158.5,$158.99,$156.25
12/21/2016,$157.48,2326254,$156.688,$158.5,$156.65
12/20/2016,$156.39,2270038,$156.96,$157.89,$155.95
12/19/2016,$156.18,3002030,$155.16,$157.1,$155.07
12/16/2016,$154.5,5885499,$153.88,$156,$153.14
12/15/2016,$153.77,2888630,$153.93,$155.24,$153.06
12/14/2016,$154.47,3640203,$156.23,$156.37,$154.18
12/13/2016,$156.66,5608181,$159.1,$160.07,$154.88
12/12/2016,$157.16,4243577,$156,$158,$154.3
12/09/2016,$156.49,2705724,$155.65,$156.875,$155.42
12/08/2016,$155.39,2928360,$154.6,$155.97,$154.14
